a er fa li zi	阿尔法粒子	0.670
a er fa nan	阿尔法男	0.670
a er gai da	阿尔盖达	0.670
a er ge si	阿耳戈斯	0.680
a er gun qin	阿尔衮琴	0.670
a er ji er	阿尔及尔	0.670
a er ji li ya	阿尔及利亚	0.670
a er ji li ya ren	阿尔及利亚人	0.670
a er jia wei	阿尔加维	0.670
a er ka te	阿尔卡特	0.670
a er kan ta la	阿尔坎塔拉	0.670
a er mei li ya	阿尔梅里亚	0.670
a er sa si	阿尔萨斯	0.670
a er shan	阿尔山	0.700
a er shan shi	阿尔山市	0.670
a er si tong gong si	阿尔斯通公司	0.670
a er tai	阿尔泰	0.700
a er tai shan	阿尔泰山	0.670
a er tai shan mai	阿尔泰山脉	0.670
a er tai xue ji	阿尔泰雪鸡	0.670
a er tai yu	阿尔泰语	0.670
a er tai zi wan	阿尔泰紫菀	0.670
a er te mi si	阿耳忒弥斯	0.670
a er wa sai te	阿尔瓦塞特	0.670
a fa er	阿法尔	0.700
a fa er sha mo	阿法尔沙漠	0.670
a fa luo mi ou	阿法罗密欧	0.670
a fan da	阿凡达	0.700
a fan da	阿梵达	0.700
a fan ti	阿凡提	0.710
a fei	阿飞	0.680
a fei li jia	阿非利加	0.680
a fei li jia zhou	阿非利加洲	0.680
a fu han	阿富汗	0.710
a fu han yu	阿富汗语	0.670
a fu jia de luo	阿伏伽德罗	0.670
a fu le er hao	阿芙乐尔号	0.670
a fu luo di te	阿佛洛狄忒	0.680
a fu luo di te	阿弗洛狄忒	0.680
a fu luo di te	阿芙罗狄忒	0.670
a fu rong	阿芙蓉	0.710
a gai da	阿盖达	0.700
a gan zheng zhuan	阿甘正传	0.670
a ge	阿哥	0.690
a ge ni di	阿格尼迪	0.680
a gen ting	阿根廷	0.710
a gong	阿公	0.690
a gu	阿家	0.690
a he di sa li	阿赫蒂萨里	0.670
a he qi	阿合奇	0.710
a he qi xian	阿合奇县	0.670
a hei yan	阿嘿颜	0.700
a hei yan	阿黑颜	0.700
a heng	阿亨	0.690
a hong	阿訇	0.690
a hua tian	阿华田	0.700
a hun	阿混	0.690
a huo	A货	0.640
a ji mi de	阿基米德	0.680
a jia di er	阿加迪尔	0.670
a jia wei	阿加维	0.700
a jin ku er	阿金库尔	0.670
a ka	阿卡	0.690
a ka	A咖	0.650
a ka bei la	阿卡贝拉	0.670
a ka di	阿卡提	0.710
a ka di ya	阿卡迪亚	0.670
a ka di ya da xue	阿卡迪亚大学	0.670
a ka liu si	阿喀琉斯	0.680
a ka pu er ke	阿卡普尔科	0.670
a ke la	阿克拉	0.710
a ke lun	阿克伦	0.700
a ke lun he	阿克伦河	0.670
a ke sai	阿克塞	0.710
a ke sai qin	阿克赛钦	0.670
a ke sai xian	阿克塞县	0.670
a ke su	阿克苏	0.700
a ke su di qu	阿克苏地区	0.670
a ke su he	阿克苏河	0.670
a ke su shi	阿克苏市	0.670
a ke tao	阿克陶	0.710
a ke tao xian	阿克陶县	0.670
a ken se	阿肯色	0.710
a ken se da xue	阿肯色大学	0.670
a kong jia gua	阿空加瓜	0.680
a kong jia gua shan	阿空加瓜山	0.680
a kui na	阿奎纳	0.700
a la	阿拉	0.690
a la ba ma	阿拉巴马	0.670
a la bo	阿拉伯	0.710
a la bo ban dao	阿拉伯半岛	0.670
a la bo hai	阿拉伯海	0.680
a la bo hui xiang	阿拉伯茴香	0.680
a la bo jiao	阿拉伯胶	0.670
a la bo ren	阿拉伯人	0.680
a la bo shu zi	阿拉伯数字	0.670
a la bo tang	阿拉伯糖	0.680
a la bo wen	阿拉伯文	0.680
a la bo yu	阿拉伯语	0.670
a la ding	阿拉丁	0.710
a la er	阿拉尔	0.700
a la er shi	阿拉尔市	0.670
a la fa te	阿拉法特	0.680
a la fu la hai	阿拉弗拉海	0.680
a la gan shan mai	阿拉干山脉	0.670
a la mi yu	阿拉米语	0.670
a la mo	阿拉摩	0.710
a la mu tu	阿拉木图	0.670
a la shan	阿拉善	0.710
a la shan kou	阿拉山口	0.680
a la shan kou shi	阿拉山口市	0.680
a la shan meng	阿拉善盟	0.680
a la shan you qi	阿拉善右旗	0.680
a la shan zuo qi	阿拉善左旗	0.680
a la si	阿拉斯	0.710
a la si jia	阿拉斯加	0.680
a la si jia da xue	阿拉斯加大学	0.670
a la ta si	阿拉塔斯	0.680
a la wa	阿拉瓦	0.710
a lai	阿来	0.680
a lai man	阿莱曼	0.700
a lai qi bing chuan	阿莱奇冰川	0.670
a lan	阿兰	0.680
a lan re	阿兰若	0.700
a lan wen	阿兰文	0.700
a le tai	阿勒泰	0.710
a le tai di qu	阿勒泰地区	0.670
a le tai shi	阿勒泰市	0.680
a li	阿里	0.690
a li ba ba	阿里巴巴	0.680
a li di qu	阿里地区	0.670
a li kan te	阿利坎特	0.680
a li lang	阿里郎	0.710
a li shan	阿里山	0.710
a li shan xiang	阿里山乡	0.670
a li si tuo fen	阿里斯托芬	0.680
a li teng	阿利藤	0.710
a li ya na	阿丽亚娜	0.670
a lian	阿莲	0.680
a lian qiu	阿联酋	0.700
a lian qiu hang kong	阿联酋航空	0.670
a lian qiu zhang guo	阿联酋长国	0.670
a lian qu	阿莲区	0.700
a lie fu	阿列夫	0.710
a lie ke xi si	阿列克西斯	0.680
a liu shen qun dao	阿留申群岛	0.670
a lu ba	阿鲁巴	0.700
a lu ke er qin	阿鲁科尔沁	0.670
a lu ke er qin qi	阿鲁科尔沁旗	0.670
a lu na qia er bang	阿鲁纳恰尔邦	0.670
a lun	阿伦	0.680
a lun da er	阿伦达尔	0.670
a luo fei	阿洛菲	0.710
a luo han	阿罗汉	0.700
a luo yue	阿罗约	0.700
a ma	阿妈	0.680
a ma	阿嬷	0.680
a ma ni	阿玛尼	0.700
a ma xun	阿马逊	0.700
a man	阿曼	0.690
a man wan	阿曼湾	0.700
a mang na	阿芒拿	0.710
a mao a gou	阿猫阿狗	0.670
a mei	阿妹	0.690
a mei en si	阿美恩斯	0.680
a mei ni ya	阿美尼亚	0.670
a mei zu	阿美族	0.710
a men	阿们	0.680
a men	阿门	0.680
a meng	阿盟	0.690
a meng	阿蒙	0.690
a mi ba	阿米巴	0.710
a mi ba bing	阿米巴病	0.680
a mi ba li ji	阿米巴痢疾	0.680
a mi ba yuan chong	阿米巴原虫	0.670
a mi na da bu	阿米纳达布	0.670
a miao	阿秒	0.690
a ming	阿明	0.690
a mo ni ya	阿摩尼亚	0.670
a mo ni ya shui	阿摩尼亚水	0.670
a mo si shu	阿摩司书	0.670
a mo xi lin	阿莫西林	0.680
a mu er he	阿穆尔河	0.670
a mu er zhou	阿穆尔州	0.670
a mu ha la	阿姆哈拉	0.680
a mu he	阿姆河	0.710
a mu lin	阿木林	0.710
a mu si te dan	阿姆斯特丹	0.680
a mu si te lang	阿姆斯特朗	0.680
a nai	阿奶	0.690
a nan	阿囡	0.690
a ni lin	阿尼林	0.710
a nuo	阿诺	0.680
a pi ya	阿皮亚	0.700
a pian	阿片	0.690
a pian	A片	0.650
a piao	阿飘	0.680
a po	阿婆	0.690
a pu er dun	阿普尔顿	0.670
a pu tu long	阿普吐龙	0.670
a qi li si	阿奇里斯	0.680
a qi mei su	阿奇霉素	0.670
a qin	吖嗪	0.690
a rong qi	阿荣旗	0.700
a rui si	阿瑞斯	0.710
a sa de	阿萨德	0.700
a sa mu	阿萨姆	0.700
a sai bai jiang	阿塞拜疆	0.680
a san	阿三	0.690
a se	阿瑟	0.690
a sen	阿森	0.690
a sen na	阿森纳	0.700
a sen song dao	阿森松岛	0.670
a sha li	阿沙力	0.710
a sha li	阿莎力	0.710
a she li	阿阇梨	0.700
a she li	阿阇黎	0.700
a shen ha ba de	阿什哈巴德	0.680
a shen la wei	阿什拉维	0.670
a shi ha ba te	阿什哈巴特	0.680
a shi na gu duo lu	阿史那骨咄禄	0.670
a shi xue	阿是穴	0.710
a shui	阿谁	0.680
a si ba te	阿斯巴特	0.680
a si ba tian	阿斯巴甜	0.680
a si bo ge	阿斯伯格	0.680
a si lan	阿斯兰	0.700
a si li kang	阿斯利康	0.680
a si ma la	阿斯马拉	0.670
a si pei er ge er	阿斯佩尔格尔	0.670
a si pi lin	阿司匹林	0.680
a si pi lin	阿斯匹林	0.680
a si pi ling	阿斯匹灵	0.670
a si ta na	阿斯塔纳	0.670
a si tu li ya si	阿斯图里亚斯	0.670
a si wang	阿斯旺	0.710
a si wang gao ba	阿斯旺高坝	0.670
a song sen dao	阿松森岛	0.670
a su shan	阿苏山	0.700
a te jin si	阿特金斯	0.680
a te la si	阿特拉斯	0.680
a te lan di si	阿特兰蒂斯	0.670
a ti	阿嚏	0.690
a ti la	阿提拉	0.710
a tu	阿土	0.690
a tu shi	阿图什	0.700
a tu shi shi	阿图什市	0.670
a tuo pin	阿托品	0.710
a tuo pin hua	阿拖品化	0.680
a wa	阿佤	0.690
a wa li de	阿瓦里德	0.680
a wa lu a	阿瓦鲁阿	0.670
a wa ti	阿瓦提	0.710
a wa ti xian	阿瓦提县	0.670
a wang qu pei	阿旺曲培	0.680
a wang qu pei	阿旺曲沛	0.680
a wei	阿魏	0.690
a wei la	阿维拉	0.700
a xi ba	阿西吧	0.710
a xi luo wei	阿昔洛韦	0.670
a xi mo fu	阿西莫夫	0.680
a xi mu	阿希姆	0.710
a xi yuan su	锕系元素	0.670
a xian yao	阿仙药	0.700
a xiang	阿乡	0.680
a xiong	阿兄	0.690
a xiu luo	阿修罗	0.700
a ya	啊呀	0.690
a ya tu la	阿亚图拉	0.670
a yi	阿姨	0.690
a yi nu	阿伊努	0.710
a yi nu	阿衣奴	0.710
a yi sha	阿伊莎	0.710
a yi sha	阿依莎	0.710
a yo	啊哟	0.680
a yu fei tuo	阿育吠陀	0.680
a yu wang	阿育王	0.710
a yu wei shi	阿育魏实	0.670
a yue hun zi	阿月浑子	0.670
a yue hun zi shu	阿月浑子树	0.670
a za	腌臜	0.680
a zhai	阿宅	0.690
a zhi te ke ren	阿芝特克人	0.680
a zhi te ke yu	阿芝特克语	0.670
a zi hai mo zheng	阿兹海默症	0.670
a zi te ke	阿兹特克	0.670
aa zhi	AA制	0.650
ai	僾	0.630
ai	哀	0.630
ai	哎	0.630
ai	唉	0.630
ai	嗌	0.630
ai	埃	0.630
ai	壒	0.630
ai	娭	0.630
ai	挨	0.630
ai	捱	0.630
ai	欸	0.630
ai	毐	0.630
ai	癌	0.630
ai	瞹	0.630
ai	矮	0.630
ai	砹	0.630
ai	艾	0.630
ai	薆	0.630
ai	銰	0.630
ai	鑀	0.630
ai	隘	0.630
ai	餲	0.630
ai	騃	0.630
ai	叆	0.620
ai	啀	0.620
ai	嗳	0.620
ai	嫒	0.620
ai	敳	0.620
ai	暧	0.620
ai	爱	0.620
ai	瑷	0.620
ai	皑	0.620
ai	硙	0.620
ai	碍	0.620
ai	蔼	0.620
ai	锿	0.620
ai	霭	0.620
ai ai	唉唉	0.690
ai ai	叆叆	0.680
ai ai	爱爱	0.680
ai ai	皑皑	0.680
ai ai	硙硙	0.680
ai ai	蔼蔼	0.680
ai ai	霭霭	0.680
ai ao hua	爱奥华	0.700
ai ao luo si	埃奥罗斯	0.670
ai ao ni ya hai	爱奥尼亚海	0.670
ai ao wa	艾奥瓦	0.700
ai ban jie	矮半截	0.710
ai ban zi	挨板子	0.710
ai bi hu	艾比湖	0.710
ai bi ying	爱彼迎	0.700
ai bian	挨边	0.680
ai bian	癌变	0.680
ai bie li ku	爱别离苦	0.670
ai bing bi sheng	哀兵必胜	0.670
ai bo la	埃博拉	0.710
ai bo la bing du	埃博拉病毒	0.680
ai bo ta	艾伯塔	0.710
ai bu luo	埃布罗	0.700
ai bu luo he	埃布罗河	0.670
ai bu ren shi	爱不忍释	0.670
ai bu shang	挨不上	0.710
ai bu shi shou	爱不释手	0.670
ai ca	挨擦	0.690
ai cai	爱才	0.680
ai cai	爱财	0.680
ai cai ru ming	爱财如命	0.670
ai cai ruo ke	爱才若渴	0.670
ai cao	艾草	0.690
ai chao	爱巢	0.680
ai cheng	爱称	0.680
ai chou	哀愁	0.690
ai chou qiong	矮丑穷	0.700
ai ci	挨次	0.690
ai ci	哀词	0.680
ai ci	哀辞	0.680
ai ci ba	爱词霸	0.700
ai cuo	矮矬	0.690
ai da	挨打	0.690
ai da he	爱达荷	0.700
ai da shou ma	挨打受骂	0.670
ai da shou qi	挨打受气	0.670
ai dai	叆叇	0.680
ai dai	爱戴	0.680
ai dai bing	矮呆病	0.710
ai dao	哀悼	0.690
ai de	埃德	0.690
ai de	爱德	0.680
ai de hua	爱德华	0.700
ai de hua dao	爱德华岛	0.670
ai de hua wang zi dao	爱德华王子岛	0.670
ai de hua zi	爱德华兹	0.670
ai de jia	埃德加	0.710
ai de ling	爱德玲	0.700
ai de meng	埃德蒙	0.710
ai de meng	爱德蒙	0.700
ai de meng dun	埃德蒙顿	0.670
ai de meng dun	艾德蒙顿	0.670
ai de si qu huo lai	爱得死去活来	0.670
ai de si wo er	爱德斯沃尔	0.670
ai deng	矮凳	0.690
ai deng bao	艾登堡	0.710
ai di	艾迪	0.690
ai di	霭滴	0.680
ai di cha	矮地茶	0.710
ai di ka la	埃迪卡拉	0.680
ai di ka la	艾迪卡拉	0.680
ai di ka la ji	埃迪卡拉纪	0.670
ai di mei dun shu	哀的美敦书	0.670
ai di sheng	艾迪生	0.710
ai di sheng	爱迪生	0.700
ai ding bao	爱丁堡	0.700
ai ding hu	艾丁湖	0.710
ai dong hua	艾冬花	0.710
ai dong shou e	挨冻受饿	0.670
ai dou	挨斗	0.680
ai dou	爱豆	0.680
ai dun dun	矮墩墩	0.710
ai e	挨饿	0.680
ai e shou dong	挨饿受冻	0.670
ai er bo ta	艾尔伯塔	0.670
ai er bu shang	哀而不伤	0.670
ai er duo an	埃尔多安	0.670
ai er fu te	埃尔福特	0.670
ai er jin	埃尔金	0.700
ai er jin da li shi	埃尔金大理石	0.670
ai er lan	爱尔兰	0.700
ai er lan gong he guo	爱尔兰共和国	0.670
ai er lan gong he jun	爱尔兰共和军	0.670
ai er lan hai	爱尔兰海	0.670
ai er lan ren	爱尔兰人	0.670
ai er lan yu	爱尔兰语	0.670
ai er lang gen	埃尔朗根	0.670
ai er lang gen gang ling	埃尔朗根纲领	0.670
ai er mi ta ji	艾尔米塔奇	0.670
ai er mi ta shi	艾尔米塔什	0.670
ai er nan de si	埃尔南德斯	0.670
ai er ni nuo	埃尔尼诺	0.670
ai er pa suo	埃尔帕索	0.670
ai er ri	爱耳日	0.700
ai fa	挨罚	0.680
ai fei er tie ta	埃菲尔铁塔	0.670
ai fei er tie ta	艾菲尔铁塔	0.670
ai feng	爱疯	0.680
ai fu	嗳腐	0.680
ai fu	爱抚	0.680
ai fu bo li	埃夫伯里	0.680
ai fu dun	埃弗顿	0.700
ai fu tun suan	嗳腐吞酸	0.670
ai gan pin zhong	矮杆品种	0.670
ai gang	爱港	0.680
ai gang jing ye	爱岗敬业	0.670
ai gao	哀告	0.690
ai gao bin fu	哀告宾服	0.670
ai ge	哀歌	0.690
ai ge	挨个	0.680
ai ge er song	埃格尔松	0.670
ai gu	隘谷	0.690
ai gua	矮瓜	0.690
ai guo	爱国	0.680
ai guo ru jia	爱国如家	0.670
ai guo zhe	爱国者	0.700
ai guo zhu yi	爱国主义	0.670
ai ha mai da ba de	艾哈迈达巴德	0.670
ai ha mai de	艾哈迈德	0.670
ai hao	哀嚎	0.690
ai hao	艾蒿	0.690
ai hao	哀号	0.680
ai hao	爱好	0.680
ai hao zhe	爱好者	0.700
ai he	爱河	0.680
ai he hua	爱荷华	0.700
ai hei ren	矮黑人	0.710
ai hen jiao jia	爱恨交加	0.670
ai hen jiao zhi	爱恨交织	0.670
ai hong bian ye	哀鸿遍野	0.670
ai hu	艾虎	0.690
ai hu	挨户	0.680
ai hu	爱护	0.680
ai hua	矮化	0.690
ai hui	爱辉	0.680
ai hui gu li	哀毁骨立	0.670
ai hui ji li	哀毁瘠立	0.670
ai hui qu	爱辉区	0.700
ai hun tiao yue	瑷珲条约	0.670
ai ji	埃及	0.690
ai ji	挨挤	0.680
ai ji di e	挨饥抵饿	0.670
ai ji dou	埃及豆	0.710
ai ji gu wu xue	埃及古物学	0.670
ai ji xue	埃及学	0.700
ai ji ye ying	埃及夜鹰	0.670
ai jia	哀家	0.690
ai jia	挨家	0.690
ai jia ai hu	挨家挨户	0.670
ai jia di qun dao	埃加迪群岛	0.670
ai jian ca bei	挨肩擦背	0.680
ai jiang	爱将	0.680
ai jiang nan fu	哀江南赋	0.670
ai jiao ku hao	矮脚苦蒿	0.670
ai jiao luo san	矮脚罗伞	0.670
ai jie	唉姐	0.690
ai jie	娭姐	0.690
ai jin	哀矜	0.690
ai jin	挨近	0.690
ai jing	爱经	0.680
ai jing zhu sha gen	矮茎朱砂根	0.670
ai jiu	艾灸	0.690
ai jiu	艾酒	0.690
ai ju	埃居	0.690
ai juan	艾卷	0.690
ai ke si guang	爱克斯光	0.670
ai ke si she xian	爱克斯射线	0.670
ai ke tuo	埃克托	0.710
ai kei	挨剋	0.690
ai kou	隘口	0.690
ai kou	碍口	0.680
ai kou shi xiu	碍口识羞	0.670
ai ku	哀哭	0.690
ai ku gui	爱哭鬼	0.700
ai la te	埃拉特	0.710
ai la tuo si te ni	埃拉托斯特尼	0.680
ai lao	艾老	0.690
ai lei	埃蕾	0.690
ai li bu li	爱理不理	0.670
ai li she gong	爱丽舍宫	0.670
ai li si	爱丽丝	0.700
ai li si	爱莉丝	0.700
ai li si dao	埃利斯岛	0.670
ai li si quan	爱丽丝泉	0.670
ai li si quan	爱丽斯泉	0.670
ai li wen	埃里温	0.700
ai li xin	爱立信	0.700
ai lian	哀怜	0.680
ai lian	爱怜	0.680
ai lian	爱恋	0.680
ai lin	矮林	0.690
ai lin na	埃琳娜	0.710
ai liu gen na	爱留根纳	0.670
ai lu	矮鹿	0.690
ai lu	隘路	0.690
ai luo xian ke	爱罗先珂	0.670
ai lv	爱侣	0.680
ai lve te	艾略特	0.710
ai ma	挨骂	0.680
ai ma	爱玛	0.680
ai ma niu ai er	艾玛纽埃尔	0.670
ai ma shi	爱马仕	0.700
ai man ta	埃曼塔	0.710
ai man ta	艾曼塔	0.710
ai mei	暧昧	0.680
ai mei	爱美	0.680
ai mei guan xi	暧昧关系	0.670
ai mei jiang	艾美奖	0.700
ai men	挨门	0.680
ai men ai hu	挨门挨户	0.670
ai mi	埃米	0.690
ai mi er	埃米尔	0.700
ai mi er	艾弥尔	0.700
ai mian zi	爱面子	0.700
ai mian zi	碍面子	0.700
ai min	哀悯	0.680
ai min	爱民	0.680
ai min qu	爱民区	0.700
ai min ru zi	爱民如子	0.670
ai ming	哀鸣	0.680
ai mo da yu xin si	哀莫大于心死	0.670
ai mo li wei er	爱莫利维尔	0.670
ai mo neng zhu	爱莫能助	0.670
ai mo sheng	爱默生	0.700
ai mu	爱慕	0.680
ai mu xu rong	爱慕虚荣	0.670
ai na xiang	艾纳香	0.700
ai nai	欸乃	0.690
ai nan	碍难	0.680
ai nan cong ming	碍难从命	0.670
ai ni	爱昵	0.680
ai nie a si	埃涅阿斯	0.680
ai nie a si ji	埃涅阿斯纪	0.670
ai nu	爱奴	0.680
ai pang	矮胖	0.690
ai pi	挨批	0.690
ai pian	艾片	0.690
ai piao liang	爱漂亮	0.700
ai ping	哀平	0.690
ai pu sheng	爱普生	0.700
ai pu xi long	艾普西隆	0.680
ai qi	哀戚	0.690
ai qi	哀泣	0.690
ai qi	哀启	0.680
ai qi	嗳气	0.680
ai qi fu chou	嗳气腐臭	0.670
ai qi ou ni	嗳气呕逆	0.670
ai qi suan fu	嗳气酸腐	0.670
ai qi tun suan	嗳气吞酸	0.670
ai qi xun	艾奇逊	0.700
ai qi yi	爱奇艺	0.700
ai qian qi	癌前期	0.710
ai qin hai	爱琴海	0.700
ai qing	艾青	0.690
ai qing	爱情	0.680
ai qing pian	爱情片	0.700
ai qing xi ju	爱情喜剧	0.670
ai qiu	哀求	0.690
ai quan	哀劝	0.680
ai quan	爱犬	0.680
ai ran	蔼然	0.680
ai ren	矮人	0.690
ai ren	爱人	0.680
ai ren ru ji	爱人如己	0.670
ai rong	哀荣	0.680
ai rong	艾绒	0.680
ai rui ba di	艾瑞巴蒂	0.680
ai sa ke	艾萨克	0.700
ai sai	埃塞	0.690
ai sai e bi ya	埃塞俄比亚	0.670
ai sai e bi ya jie	埃塞俄比亚界	0.670
ai sai ke si	艾赛克斯	0.670
ai sen	埃森	0.690
ai sen hao wei er	艾森豪威尔	0.670
ai sen na he	埃森纳赫	0.670
ai sen zhe	埃森哲	0.710
ai sha ni ya	爱沙尼亚	0.670
ai shang	哀伤	0.680
ai shang	爱上	0.680
ai shei shei	爱谁谁	0.700
ai shen	爱神	0.680
ai sheng tan qi	唉声叹气	0.670
ai shi	哀失	0.690
ai shi	碍事	0.680
ai shi	艾实	0.680
ai shi jian	挨时间	0.700
ai shou ai jiao	碍手碍脚	0.670
ai shu	矮树	0.680
ai shuo	挨说	0.680
ai si	哀思	0.690
ai si bing	爱死病	0.700
ai si ji mo	爱斯基摩	0.670
ai si ku duo	埃斯库多	0.670
ai si ku luo si	埃斯库罗斯	0.670
ai si te ha qi	埃斯特哈齐	0.670
ai si te lang	埃斯特朗	0.680
ai suan	嗳酸	0.680
ai ta	埃塔	0.690
ai ta	艾塔	0.690
ai tan	艾炭	0.690
ai tan	哀叹	0.680
ai te	艾特	0.690
ai te na huo shan	埃特纳火山	0.670
ai ti	挨踢	0.690
ai tiao	艾条	0.680
ai tiao jiu	艾条灸	0.700
ai tiao que zhuo jiu	艾条雀啄灸	0.670
ai tiao wen he jiu	艾条温和灸	0.670
ai tong	哀痛	0.690
ai tong	哀恸	0.680
ai tou zi	挨头子	0.700
ai wan	哀婉	0.690
ai wan ting	爱晚亭	0.700
ai wei hui	爱卫会	0.700
ai wei kou	碍胃口	0.700
ai wei wei	艾未未	0.710
ai wei yang	爱维养	0.700
ai wen	埃文	0.690
ai wen	爱问	0.680
ai wen si	埃文斯	0.710
ai wo wo	爱窝窝	0.700
ai wo wo	艾窝窝	0.700
ai wu ji niao	爱屋及鸟	0.670
ai wu ji wu	爱屋及乌	0.670
ai xi	爱惜	0.680
ai xi bao	癌细胞	0.700
ai xi yu mao	爱惜羽毛	0.670
ai xian	爱现	0.680
ai xiao	矮小	0.690
ai xiao jing han	矮小精悍	0.680
ai xin	爱心	0.680
ai xin jue luo	爱新觉罗	0.670
ai xin san	爱心伞	0.700
ai xing	矮星	0.690
ai xing xing	矮行星	0.710
ai xu	埃叙	0.680
ai ya	哎呀	0.690
ai yan	挨延	0.690
ai yan	哀艳	0.680
ai yan	碍眼	0.680
ai yang mei	矮杨梅	0.700
ai ye	艾叶	0.680
ai ye tan	艾叶炭	0.700
ai ye you	艾叶油	0.700
ai yi	爱意	0.680
ai yin huo wen	埃因霍温	0.670
ai yin si tan	爱因斯坦	0.670
ai yo	哎唷	0.690
ai yo	哎哟	0.680
ai you	哎呦	0.690
ai you	矮油	0.690
ai you	艾鼬	0.690
ai you teng	爱优腾	0.700
ai yu	爱玉	0.680
ai yu	碍于	0.680
ai yu bing	爱玉冰	0.700
ai yu dong	爱玉冻	0.700
ai yu zi	爱玉子	0.700
ai yuan	哀怨	0.690
ai yue	哀乐	0.680
ai yue	爱乐	0.680
ai yue yue tuan	爱乐乐团	0.670
ai zai	挨宰	0.690
ai zeng	爱憎	0.680
ai zeng fen ming	爱憎分明	0.670
ai zhe	挨着	0.680
ai zheng	挨整	0.690
ai zheng	癌症	0.690
ai zhi	爱知	0.680
ai zhi ru ming	爱之如命	0.670
ai zhu	艾炷	0.690
ai zhu jiu	艾炷灸	0.710
ai zhuang su	矮壮素	0.700
ai zi	哀子	0.690
ai zi	矮子	0.690
ai zi	艾滋	0.690
ai zi	爱子	0.680
ai zi	爱滋	0.680
ai zi bing	艾滋病	0.710
ai zi bing	爱滋病	0.700
ai zi bing bing du	艾滋病病毒	0.680
ai zi bing du	艾滋病毒	0.680
ai zi bing du	爱滋病毒	0.670
ai zi li ba jiang jun	矮子里拔将军	0.670
ai zou	挨揍	0.690
an	俺	0.630
an	唵	0.630
an	啽	0.630
an	垵	0.630
an	埯	0.630
an	媕	0.630
an	安	0.630
an	庵	0.630
an	按	0.630
an	揞	0.630
an	案	0.630
an	桉	0.630
an	氨	0.630
an	犴	0.630
an	盦	0.630
an	胺	0.630
an	萻	0.630
an	豻	0.630
an	鞌	0.630
an	鶕	0.630
an	黯	0.630
an	岸	0.620
an	暗	0.620
an	谙	0.620
an	铵	0.620
an	鞍	0.620
an	鹌	0.620
an a ding	氨吖啶	0.710
an an	安安	0.690
an an	暗暗	0.690
an ban	案板	0.690
an bang	安邦	0.690
an bang ding guo	安邦定国	0.670
an bao	安保	0.690
an bao	暗堡	0.690
an bei	安倍	0.690
an bei jin san	安倍晋三	0.670
an bei yu yan	暗背雨燕	0.680
an bian	岸边	0.680
an bian qing mei su	氨苄青霉素	0.670
an biao	岸标	0.680
an bing bu dong	按兵不动	0.670
an bing shu jia	案兵束甲	0.680
an bu	安瓿	0.690
an bu dang che	安步当车	0.670
an bu jiu ban	按步就班	0.680
an bu jiu ban	按部就班	0.680
an bu ping	安瓿瓶	0.710
an cang	暗藏	0.690
an cha	安插	0.690
an cha	按察	0.690
